ticker,name,market_cap,price,sector,market
CAT-A.ST,Catella AB (publ),2681376768,0,Financial Services,OMX Stockholm
DVYSR.ST,Devyser Diagnostics AB (publ),2588445696,0,Healthcare,OMX Stockholm
TEQ.ST,Teqnion AB (publ),2516404992,0,Industrials,OMX Stockholm
FMM-B.ST,FM Mattsson AB (publ),2514276864,0,Industrials,OMX Stockholm
PACT.ST,Proact IT Group AB (publ),2473141248,0,Technology,OMX Stockholm
EQL.ST,EQL Pharma AB,2467999488,0,Healthcare,OMX Stockholm
KLARA-B.ST,KlaraBo Sverige AB (publ),2454219520,0,Real Estate,OMX Stockholm
ALM.ST,ALM Equity AB (publ),2417619456,0,Real Estate,OMX Stockholm
VEFAB.ST,VEF AB (publ),2412104704,0,Financial Services,OMX Stockholm
CINT.ST,Cint Group AB (publ),2393362688,0,Technology,OMX Stockholm
NELLY.ST,Nelly Group AB (publ),2390770688,0,Consumer Cyclical,OMX Stockholm
NEOBO.ST,Neobo Fastigheter AB (publ),2352872704,0,Real Estate,OMX Stockholm
IAR-B.ST,IAR Systems Group AB (publ),2280334592,0,Technology,OMX Stockholm
BESQAB.ST,Besqab AB (publ),2278261504,0,Real Estate,OMX Stockholm
DUST.ST,Dustin Group AB (publ),2188167168,0,Technology,OMX Stockholm
VERT-B.ST,Vertiseit AB (publ),2155870208,0,Technology,OMX Stockholm
KABE-B.ST,KABE Group AB (publ.),2065319936,0,Consumer Cyclical,OMX Stockholm
BINV.ST,BioInvent International AB (publ),2056539648,0,Healthcare,OMX Stockholm
ELAN-B.ST,Elanders AB (publ),2053845376,0,Industrials,OMX Stockholm
HUM.ST,Humana AB (publ),2033703936,0,Healthcare,OMX Stockholm
STIL.ST,Stille AB,2030551040,0,Healthcare,OMX Stockholm
LYKO-A.ST,Lyko Group AB (publ),2020920064,0,Consumer Defensive,OMX Stockholm
CARA.ST,Carasent AB (publ),2013568256,0,Healthcare,OMX Stockholm
EWRK.ST,Ework Group AB (publ),1992860160,0,Industrials,OMX Stockholm
AJA-B.ST,Byggmästare Anders J Ahlström Holding AB (publ),1969288192,0,Communication Services,OMX Stockholm
AGROUP.ST,Arlandastad Group AB (publ),1960923648,0,Real Estate,OMX Stockholm
EXS.ST,Exsitec Holding AB (publ),1947369600,0,Technology,OMX Stockholm
EGTX.ST,Egetis Therapeutics AB (publ),1894089600,0,Healthcare,OMX Stockholm
GOMX.ST,GomSpace Group AB (publ),1879803264,0,Industrials,OMX Stockholm
FG.ST,Fasadgruppen Group AB (publ),1877652352,0,Industrials,OMX Stockholm
GPG.ST,Genova Property Group AB (publ),1850663296,0,Real Estate,OMX Stockholm
PAX.ST,Paxman AB (publ),1833543552,0,Healthcare,OMX Stockholm
